instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,wind_category,waktu_hari
194,2011-01-09,Spring,0,1,8,0,0,Weekend/Holiday,1,0.1,0.0909,0.49,0.2836,0,10,10,Sedang,Pagi (Berangkat)
195,2011-01-09,Spring,0,1,9,0,0,Weekend/Holiday,1,0.12,0.0758,0.46,0.5224,0,19,19,Ekstrem,Pagi (Berangkat)
196,2011-01-09,Spring,0,1,10,0,0,Weekend/Holiday,1,0.14,0.1061,0.43,0.3881,0,49,49,Tinggi,Siang (Rekreasi)
197,2011-01-09,Spring,0,1,11,0,0,Weekend/Holiday,1,0.16,0.1212,0.4,0.5224,2,47,49,Ekstrem,Siang (Rekreasi)
198,2011-01-09,Spring,0,1,12,0,0,Weekend/Holiday,1,0.18,0.1364,0.37,0.4478,4,79,83,Tinggi,Siang (Rekreasi)
199,2011-01-09,Spring,0,1,13,0,0,Weekend/Holiday,1,0.2,0.1667,0.34,0.4478,6,69,75,Tinggi,Siang (Rekreasi)
200,2011-01-09,Spring,0,1,14,0,0,Weekend/Holiday,1,0.22,0.1818,0.32,0.4627,8,64,72,Tinggi,Siang (Rekreasi)
201,2011-01-09,Spring,0,1,15,0,0,Weekend/Holiday,1,0.22,0.197,0.35,0.3582,5,77,82,Tinggi,Siang (Rekreasi)
202,2011-01-09,Spring,0,1,16,0,0,Weekend/Holiday,1,0.2,0.1667,0.34,0.4478,13,79,92,Tinggi,Sore (Pulang)
203,2011-01-09,Spring,0,1,17,0,0,Weekend/Holiday,1,0.18,0.1515,0.37,0.3881,3,59,62,Tinggi,Sore (Pulang)
204,2011-01-09,Spring,0,1,18,0,0,Weekend/Holiday,1,0.16,0.1364,0.4,0.3284,4,44,48,Tinggi,Sore (Pulang)
205,2011-01-09,Spring,0,1,19,0,0,Weekend/Holiday,1,0.16,0.1364,0.43,0.3284,1,40,41,Tinggi,Sore (Pulang)
206,2011-01-09,Spring,0,1,20,0,0,Weekend/Holiday,1,0.14,0.1212,0.46,0.2537,0,38,38,Sedang,Malam/Dini Hari
207,2011-01-09,Spring,0,1,21,0,0,Weekend/Holiday,1,0.14,0.1061,0.46,0.4179,1,19,20,Tinggi,Malam/Dini Hari
208,2011-01-09,Spring,0,1,22,0,0,Weekend/Holiday,1,0.14,0.1212,0.46,0.2985,5,10,15,Sedang,Malam/Dini Hari
209,2011-01-09,Spring,0,1,23,0,0,Weekend/Holiday,1,0.12,0.1364,0.5,0.194,0,6,6,Sedang,Malam/Dini Hari
210,2011-01-10,Spring,0,1,0,0,1,Working Day,1,0.12,0.1212,0.5,0.2836,2,3,5,Sedang,Malam/Dini Hari
211,2011-01-10,Spring,0,1,1,0,1,Working Day,1,0.12,0.1212,0.5,0.2836,1,0,1,Sedang,Malam/Dini Hari
212,2011-01-10,Spring,0,1,2,0,1,Working Day,1,0.12,0.1212,0.5,0.2239,0,3,3,Sedang,Malam/Dini Hari
213,2011-01-10,Spring,0,1,3,0,1,Working Day,1,0.12,0.1212,0.5,0.2239,0,1,1,Sedang,Malam/Dini Hari
214,2011-01-10,Spring,0,1,4,0,1,Working Day,1,0.1,0.1212,0.54,0.1343,1,2,3,Sedang,Malam/Dini Hari
215,2011-01-10,Spring,0,1,5,0,1,Working Day,1,0.1,0.1061,0.54,0.2537,0,3,3,Sedang,Pagi (Berangkat)
216,2011-01-10,Spring,0,1,6,0,1,Working Day,1,0.12,0.1212,0.5,0.2836,0,31,31,Sedang,Pagi (Berangkat)
217,2011-01-10,Spring,0,1,7,0,1,Working Day,1,0.12,0.1212,0.5,0.2239,2,75,77,Sedang,Pagi (Berangkat)
218,2011-01-10,Spring,0,1,8,0,1,Working Day,2,0.12,0.1212,0.5,0.2836,4,184,188,Sedang,Pagi (Berangkat)
219,2011-01-10,Spring,0,1,9,0,1,Working Day,2,0.14,0.1212,0.5,0.2537,2,92,94,Sedang,Pagi (Berangkat)
220,2011-01-10,Spring,0,1,10,0,1,Working Day,2,0.14,0.1212,0.5,0.2985,0,31,31,Sedang,Siang (Rekreasi)
221,2011-01-10,Spring,0,1,11,0,1,Working Day,2,0.16,0.1364,0.47,0.2836,2,28,30,Sedang,Siang (Rekreasi)
222,2011-01-10,Spring,0,1,12,0,1,Working Day,2,0.2,0.1818,0.4,0.2836,5,47,52,Sedang,Siang (Rekreasi)
223,2011-01-10,Spring,0,1,13,0,1,Working Day,2,0.2,0.1818,0.4,0.2836,4,50,54,Sedang,Siang (Rekreasi)
224,2011-01-10,Spring,0,1,14,0,1,Working Day,2,0.2,0.197,0.4,0.2239,0,47,47,Sedang,Siang (Rekreasi)
225,2011-01-10,Spring,0,1,15,0,1,Working Day,2,0.2,0.197,0.4,0.2239,2,43,45,Sedang,Siang (Rekreasi)
226,2011-01-10,Spring,0,1,16,0,1,Working Day,1,0.2,0.2121,0.4,0.1343,4,70,74,Sedang,Sore (Pulang)
227,2011-01-10,Spring,0,1,17,0,1,Working Day,1,0.2,0.2273,0.4,0.1045,4,174,178,Sedang,Sore (Pulang)
228,2011-01-10,Spring,0,1,18,0,1,Working Day,1,0.2,0.197,0.4,0.2239,1,154,155,Sedang,Sore (Pulang)
229,2011-01-10,Spring,0,1,19,0,1,Working Day,1,0.16,0.1667,0.47,0.1642,3,92,95,Sedang,Sore (Pulang)
230,2011-01-10,Spring,0,1,20,0,1,Working Day,1,0.16,0.1667,0.5,0.1642,1,73,74,Sedang,Malam/Dini Hari
231,2011-01-10,Spring,0,1,21,0,1,Working Day,1,0.14,0.1364,0.59,0.194,1,37,38,Sedang,Malam/Dini Hari
232,2011-01-10,Spring,0,1,22,0,1,Working Day,1,0.14,0.1515,0.59,0.1642,2,22,24,Sedang,Malam/Dini Hari
233,2011-01-10,Spring,0,1,23,0,1,Working Day,1,0.14,0.1515,0.59,0.1642,0,18,18,Sedang,Malam/Dini Hari
234,2011-01-11,Spring,0,1,0,0,2,Working Day,1,0.14,0.1667,0.59,0.1045,2,10,12,Sedang,Malam/Dini Hari
235,2011-01-11,Spring,0,1,1,0,2,Working Day,1,0.14,0.1515,0.59,0.1642,0,3,3,Sedang,Malam/Dini Hari
236,2011-01-11,Spring,0,1,2,0,2,Working Day,2,0.16,0.1515,0.55,0.194,0,3,3,Sedang,Malam/Dini Hari
237,2011-01-11,Spring,0,1,5,0,2,Working Day,2,0.16,0.1818,0.55,0.1343,0,6,6,Sedang,Pagi (Berangkat)
238,2011-01-11,Spring,0,1,6,0,2,Working Day,2,0.16,0.1818,0.55,0.1343,0,27,27,Sedang,Pagi (Berangkat)
239,2011-01-11,Spring,0,1,7,0,2,Working Day,2,0.16,0.2273,0.55,0.0,2,97,99,,Pagi (Berangkat)
240,2011-01-11,Spring,0,1,8,0,2,Working Day,2,0.18,0.2121,0.51,0.0896,3,214,217,Rendah,Pagi (Berangkat)
241,2011-01-11,Spring,0,1,9,0,2,Working Day,2,0.18,0.197,0.51,0.1642,3,127,130,Sedang,Pagi (Berangkat)
242,2011-01-11,Spring,0,1,10,0,2,Working Day,2,0.2,0.2121,0.51,0.1642,3,51,54,Sedang,Siang (Rekreasi)
243,2011-01-11,Spring,0,1,11,0,2,Working Day,2,0.2,0.2121,0.47,0.1343,4,31,35,Sedang,Siang (Rekreasi)
244,2011-01-11,Spring,0,1,12,0,2,Working Day,2,0.2,0.2273,0.51,0.1045,2,55,57,Sedang,Siang (Rekreasi)
245,2011-01-11,Spring,0,1,13,0,2,Working Day,2,0.2,0.2273,0.59,0.0896,6,46,52,Rendah,Siang (Rekreasi)
246,2011-01-11,Spring,0,1,14,0,2,Working Day,2,0.2,0.2273,0.59,0.0896,3,60,63,Rendah,Siang (Rekreasi)
247,2011-01-11,Spring,0,1,15,0,2,Working Day,2,0.16,0.197,0.8,0.0896,2,45,47,Rendah,Siang (Rekreasi)
248,2011-01-11,Spring,0,1,16,0,2,Working Day,2,0.16,0.1515,0.86,0.2239,4,72,76,Sedang,Sore (Pulang)
249,2011-01-11,Spring,0,1,17,0,2,Working Day,2,0.16,0.1515,0.86,0.2239,6,130,136,Sedang,Sore (Pulang)
250,2011-01-11,Spring,0,1,18,0,2,Working Day,3,0.16,0.1818,0.93,0.1045,1,94,95,Sedang,Sore (Pulang)
251,2011-01-11,Spring,0,1,19,0,2,Working Day,3,0.16,0.2273,0.93,0.0,0,51,51,,Sore (Pulang)
252,2011-01-11,Spring,0,1,20,0,2,Working Day,3,0.16,0.1515,0.93,0.194,0,32,32,Sedang,Malam/Dini Hari
253,2011-01-11,Spring,0,1,21,0,2,Working Day,3,0.16,0.197,0.86,0.0896,0,20,20,Rendah,Malam/Dini Hari
254,2011-01-11,Spring,0,1,22,0,2,Working Day,3,0.16,0.1818,0.93,0.1045,1,28,29,Sedang,Malam/Dini Hari
255,2011-01-11,Spring,0,1,23,0,2,Working Day,3,0.16,0.197,0.93,0.0896,1,18,19,Rendah,Malam/Dini Hari
256,2011-01-12,Spring,0,1,0,0,3,Working Day,2,0.16,0.197,0.86,0.0896,0,7,7,Rendah,Malam/Dini Hari
257,2011-01-12,Spring,0,1,1,0,3,Working Day,2,0.16,0.1818,0.86,0.1045,0,6,6,Sedang,Malam/Dini Hari
258,2011-01-12,Spring,0,1,2,0,3,Working Day,1,0.14,0.1515,0.86,0.1343,0,1,1,Sedang,Malam/Dini Hari
259,2011-01-12,Spring,0,1,5,0,3,Working Day,1,0.14,0.1515,0.86,0.1642,0,5,5,Sedang,Pagi (Berangkat)
260,2011-01-12,Spring,0,1,6,0,3,Working Day,1,0.12,0.1515,0.93,0.1343,0,16,16,Sedang,Pagi (Berangkat)
261,2011-01-12,Spring,0,1,7,0,3,Working Day,1,0.14,0.1515,0.69,0.1343,0,54,54,Sedang,Pagi (Berangkat)
262,2011-01-12,Spring,0,1,8,0,3,Working Day,1,0.16,0.1667,0.59,0.1642,3,125,128,Sedang,Pagi (Berangkat)
263,2011-01-12,Spring,0,1,9,0,3,Working Day,1,0.16,0.1364,0.59,0.3284,3,78,81,Tinggi,Pagi (Berangkat)
264,2011-01-12,Spring,0,1,10,0,3,Working Day,1,0.18,0.1818,0.55,0.2239,0,39,39,Sedang,Siang (Rekreasi)
265,2011-01-12,Spring,0,1,11,0,3,Working Day,1,0.2,0.1818,0.51,0.3881,3,32,35,Tinggi,Siang (Rekreasi)
266,2011-01-12,Spring,0,1,12,0,3,Working Day,1,0.2,0.1515,0.47,0.5821,3,52,55,Ekstrem,Siang (Rekreasi)
267,2011-01-12,Spring,0,1,13,0,3,Working Day,1,0.22,0.197,0.44,0.3582,0,49,49,Tinggi,Siang (Rekreasi)
268,2011-01-12,Spring,0,1,14,0,3,Working Day,1,0.2,0.1818,0.47,0.3284,0,44,44,Tinggi,Siang (Rekreasi)
269,2011-01-12,Spring,0,1,15,0,3,Working Day,1,0.2,0.1667,0.47,0.4179,1,48,49,Tinggi,Siang (Rekreasi)
270,2011-01-12,Spring,0,1,16,0,3,Working Day,1,0.22,0.197,0.44,0.3284,5,63,68,Tinggi,Sore (Pulang)
271,2011-01-12,Spring,0,1,17,0,3,Working Day,1,0.2,0.1818,0.47,0.3582,0,139,139,Tinggi,Sore (Pulang)
272,2011-01-12,Spring,0,1,18,0,3,Working Day,1,0.2,0.1515,0.47,0.5224,2,135,137,Ekstrem,Sore (Pulang)
273,2011-01-12,Spring,0,1,19,0,3,Working Day,1,0.18,0.1515,0.47,0.4179,1,82,83,Tinggi,Sore (Pulang)
274,2011-01-12,Spring,0,1,20,0,3,Working Day,1,0.16,0.1364,0.5,0.3284,2,54,56,Tinggi,Malam/Dini Hari
275,2011-01-12,Spring,0,1,21,0,3,Working Day,1,0.16,0.1364,0.55,0.3284,0,57,57,Tinggi,Malam/Dini Hari
276,2011-01-12,Spring,0,1,22,0,3,Working Day,1,0.16,0.1212,0.55,0.4478,1,32,33,Tinggi,Malam/Dini Hari
277,2011-01-12,Spring,0,1,23,0,3,Working Day,1,0.14,0.1061,0.59,0.4179,1,19,20,Tinggi,Malam/Dini Hari
278,2011-01-13,Spring,0,1,0,0,4,Working Day,1,0.14,0.1212,0.59,0.2836,1,6,7,Sedang,Malam/Dini Hari
279,2011-01-13,Spring,0,1,1,0,4,Working Day,1,0.14,0.1212,0.5,0.2836,0,2,2,Sedang,Malam/Dini Hari
280,2011-01-13,Spring,0,1,2,0,4,Working Day,1,0.14,0.1212,0.5,0.3582,0,2,2,Tinggi,Malam/Dini Hari
281,2011-01-13,Spring,0,1,3,0,4,Working Day,1,0.14,0.1212,0.5,0.3284,0,3,3,Tinggi,Malam/Dini Hari
282,2011-01-13,Spring,0,1,4,0,4,Working Day,1,0.14,0.1212,0.5,0.2537,0,4,4,Sedang,Malam/Dini Hari
283,2011-01-13,Spring,0,1,5,0,4,Working Day,1,0.14,0.1212,0.5,0.2985,0,3,3,Sedang,Pagi (Berangkat)
284,2011-01-13,Spring,0,1,6,0,4,Working Day,1,0.12,0.1515,0.54,0.1343,0,28,28,Sedang,Pagi (Berangkat)
285,2011-01-13,Spring,0,1,7,0,4,Working Day,1,0.12,0.1515,0.54,0.1343,0,72,72,Sedang,Pagi (Berangkat)
286,2011-01-13,Spring,0,1,8,0,4,Working Day,1,0.14,0.1364,0.5,0.194,5,197,202,Sedang,Pagi (Berangkat)
287,2011-01-13,Spring,0,1,9,0,4,Working Day,1,0.14,0.1212,0.5,0.3284,2,137,139,Tinggi,Pagi (Berangkat)
288,2011-01-13,Spring,0,1,10,0,4,Working Day,2,0.16,0.1364,0.5,0.3582,2,36,38,Tinggi,Siang (Rekreasi)
289,2011-01-13,Spring,0,1,11,0,4,Working Day,2,0.2,0.1667,0.44,0.4478,4,33,37,Tinggi,Siang (Rekreasi)
290,2011-01-13,Spring,0,1,12,0,4,Working Day,1,0.2,0.1667,0.44,0.4179,3,49,52,Tinggi,Siang (Rekreasi)
291,2011-01-13,Spring,0,1,13,0,4,Working Day,1,0.22,0.197,0.41,0.4478,2,81,83,Tinggi,Siang (Rekreasi)
292,2011-01-13,Spring,0,1,14,0,4,Working Day,1,0.22,0.197,0.41,0.3881,3,39,42,Tinggi,Siang (Rekreasi)
293,2011-01-13,Spring,0,1,15,0,4,Working Day,1,0.24,0.2121,0.38,0.2985,5,55,60,Sedang,Siang (Rekreasi)
294,2011-01-13,Spring,0,1,16,0,4,Working Day,1,0.24,0.2121,0.38,0.3582,2,76,78,Tinggi,Sore (Pulang)
295,2011-01-13,Spring,0,1,17,0,4,Working Day,1,0.2,0.1818,0.4,0.2836,4,158,162,Sedang,Sore (Pulang)
296,2011-01-13,Spring,0,1,18,0,4,Working Day,1,0.2,0.1818,0.4,0.3284,3,141,144,Tinggi,Sore (Pulang)
297,2011-01-13,Spring,0,1,19,0,4,Working Day,1,0.16,0.1515,0.47,0.2537,1,98,99,Sedang,Sore (Pulang)
298,2011-01-13,Spring,0,1,20,0,4,Working Day,1,0.16,0.1515,0.47,0.2239,0,64,64,Sedang,Malam/Dini Hari
299,2011-01-13,Spring,0,1,21,0,4,Working Day,1,0.14,0.1212,0.46,0.2985,0,40,40,Sedang,Malam/Dini Hari
300,2011-01-13,Spring,0,1,22,0,4,Working Day,1,0.14,0.1212,0.46,0.3284,0,30,30,Tinggi,Malam/Dini Hari
301,2011-01-13,Spring,0,1,23,0,4,Working Day,1,0.12,0.1364,0.5,0.194,1,14,15,Sedang,Malam/Dini Hari
302,2011-01-14,Spring,0,1,0,0,5,Working Day,1,0.12,0.1364,0.5,0.194,0,14,14,Sedang,Malam/Dini Hari
303,2011-01-14,Spring,0,1,1,0,5,Working Day,1,0.1,0.1212,0.54,0.1642,0,5,5,Sedang,Malam/Dini Hari
304,2011-01-14,Spring,0,1,2,0,5,Working Day,1,0.1,0.1212,0.54,0.1343,0,1,1,Sedang,Malam/Dini Hari
305,2011-01-14,Spring,0,1,3,0,5,Working Day,1,0.1,0.1364,0.54,0.1045,0,1,1,Sedang,Malam/Dini Hari
306,2011-01-14,Spring,0,1,5,0,5,Working Day,1,0.1,0.1364,0.54,0.0896,0,8,8,Rendah,Pagi (Berangkat)
307,2011-01-14,Spring,0,1,6,0,5,Working Day,1,0.1,0.1818,0.54,0.0,0,17,17,,Pagi (Berangkat)
308,2011-01-14,Spring,0,1,7,0,5,Working Day,1,0.1,0.1212,0.74,0.1642,0,70,70,Sedang,Pagi (Berangkat)
309,2011-01-14,Spring,0,1,8,0,5,Working Day,1,0.12,0.1667,0.68,0.0,2,156,158,,Pagi (Berangkat)
310,2011-01-14,Spring,0,1,9,0,5,Working Day,1,0.14,0.1515,0.69,0.1343,0,117,117,Sedang,Pagi (Berangkat)
311,2011-01-14,Spring,0,1,10,0,5,Working Day,1,0.18,0.1818,0.55,0.194,4,40,44,Sedang,Siang (Rekreasi)
312,2011-01-14,Spring,0,1,11,0,5,Working Day,1,0.18,0.1667,0.51,0.2836,6,47,53,Sedang,Siang (Rekreasi)
313,2011-01-14,Spring,0,1,12,0,5,Working Day,1,0.2,0.197,0.44,0.2537,2,59,61,Sedang,Siang (Rekreasi)
314,2011-01-14,Spring,0,1,13,0,5,Working Day,1,0.22,0.197,0.37,0.3881,4,73,77,Tinggi,Siang (Rekreasi)
315,2011-01-14,Spring,0,1,14,0,5,Working Day,1,0.22,0.2121,0.41,0.2836,5,59,64,Sedang,Siang (Rekreasi)
316,2011-01-14,Spring,0,1,15,0,5,Working Day,1,0.24,0.2424,0.38,0.1642,9,59,68,Sedang,Siang (Rekreasi)
317,2011-01-14,Spring,0,1,16,0,5,Working Day,1,0.22,0.2424,0.41,0.1045,3,87,90,Sedang,Sore (Pulang)
318,2011-01-14,Spring,0,1,17,0,5,Working Day,1,0.22,0.2273,0.41,0.1642,4,155,159,Sedang,Sore (Pulang)
319,2011-01-14,Spring,0,1,18,0,5,Working Day,1,0.2,0.2576,0.47,0.0,5,134,139,,Sore (Pulang)
320,2011-01-14,Spring,0,1,19,0,5,Working Day,1,0.16,0.197,0.59,0.0896,3,89,92,Rendah,Sore (Pulang)
321,2011-01-14,Spring,0,1,20,0,5,Working Day,1,0.18,0.2424,0.59,0.0,0,68,68,,Malam/Dini Hari
322,2011-01-14,Spring,0,1,21,0,5,Working Day,1,0.16,0.2273,0.69,0.0,4,48,52,,Malam/Dini Hari
323,2011-01-14,Spring,0,1,22,0,5,Working Day,2,0.16,0.2273,0.69,0.0,2,34,36,,Malam/Dini Hari
324,2011-01-14,Spring,0,1,23,0,5,Working Day,2,0.18,0.2424,0.55,0.0,1,26,27,,Malam/Dini Hari
325,2011-01-15,Spring,0,1,0,0,6,Weekend/Holiday,1,0.18,0.2424,0.55,0.0,3,25,28,,Malam/Dini Hari
326,2011-01-15,Spring,0,1,1,0,6,Weekend/Holiday,2,0.16,0.197,0.59,0.0896,2,18,20,Rendah,Malam/Dini Hari
327,2011-01-15,Spring,0,1,2,0,6,Weekend/Holiday,2,0.16,0.197,0.59,0.0896,0,12,12,Rendah,Malam/Dini Hari
328,2011-01-15,Spring,0,1,3,0,6,Weekend/Holiday,2,0.16,0.2273,0.59,0.0,1,7,8,,Malam/Dini Hari
329,2011-01-15,Spring,0,1,4,0,6,Weekend/Holiday,2,0.16,0.2273,0.59,0.0,0,5,5,,Malam/Dini Hari
330,2011-01-15,Spring,0,1,5,0,6,Weekend/Holiday,1,0.16,0.2273,0.59,0.0,0,1,1,,Pagi (Berangkat)
331,2011-01-15,Spring,0,1,6,0,6,Weekend/Holiday,1,0.14,0.1667,0.63,0.1045,1,2,3,Sedang,Pagi (Berangkat)
332,2011-01-15,Spring,0,1,7,0,6,Weekend/Holiday,1,0.14,0.2121,0.63,0.0,1,9,10,,Pagi (Berangkat)
333,2011-01-15,Spring,0,1,8,0,6,Weekend/Holiday,1,0.14,0.1515,0.63,0.1343,1,22,23,Sedang,Pagi (Berangkat)
334,2011-01-15,Spring,0,1,9,0,6,Weekend/Holiday,1,0.16,0.1818,0.64,0.1343,2,31,33,Sedang,Pagi (Berangkat)
335,2011-01-15,Spring,0,1,10,0,6,Weekend/Holiday,1,0.18,0.197,0.59,0.1642,2,57,59,Sedang,Siang (Rekreasi)
336,2011-01-15,Spring,0,1,11,0,6,Weekend/Holiday,1,0.2,0.197,0.55,0.2239,18,54,72,Sedang,Siang (Rekreasi)
337,2011-01-15,Spring,0,1,12,0,6,Weekend/Holiday,1,0.24,0.2273,0.48,0.2239,15,74,89,Sedang,Siang (Rekreasi)
338,2011-01-15,Spring,0,1,13,0,6,Weekend/Holiday,1,0.28,0.2576,0.38,0.2985,21,80,101,Sedang,Siang (Rekreasi)
339,2011-01-15,Spring,0,1,14,0,6,Weekend/Holiday,1,0.3,0.2879,0.39,0.2836,26,92,118,Sedang,Siang (Rekreasi)
340,2011-01-15,Spring,0,1,15,0,6,Weekend/Holiday,2,0.32,0.3182,0.36,0.194,21,108,129,Sedang,Siang (Rekreasi)
341,2011-01-15,Spring,0,1,16,0,6,Weekend/Holiday,2,0.34,0.3333,0.34,0.194,33,95,128,Sedang,Sore (Pulang)
342,2011-01-15,Spring,0,1,17,0,6,Weekend/Holiday,2,0.32,0.303,0.36,0.2836,29,54,83,Sedang,Sore (Pulang)
343,2011-01-15,Spring,0,1,18,0,6,Weekend/Holiday,2,0.3,0.2879,0.45,0.2537,15,69,84,Sedang,Sore (Pulang)
344,2011-01-15,Spring,0,1,19,0,6,Weekend/Holiday,2,0.32,0.303,0.39,0.2537,14,60,74,Sedang,Sore (Pulang)
345,2011-01-15,Spring,0,1,20,0,6,Weekend/Holiday,2,0.32,0.303,0.39,0.2537,6,35,41,Sedang,Malam/Dini Hari
346,2011-01-15,Spring,0,1,21,0,6,Weekend/Holiday,2,0.32,0.303,0.39,0.2239,6,51,57,Sedang,Malam/Dini Hari
347,2011-01-15,Spring,0,1,22,0,6,Weekend/Holiday,2,0.3,0.3182,0.42,0.1045,0,26,26,Sedang,Malam/Dini Hari
348,2011-01-15,Spring,0,1,23,0,6,Weekend/Holiday,1,0.3,0.2879,0.45,0.2836,5,39,44,Sedang,Malam/Dini Hari
349,2011-01-16,Spring,0,1,0,0,0,Weekend/Holiday,1,0.26,0.303,0.56,0.0,6,33,39,,Malam/Dini Hari
350,2011-01-16,Spring,0,1,1,0,0,Weekend/Holiday,1,0.26,0.2727,0.56,0.1343,4,19,23,Sedang,Malam/Dini Hari
351,2011-01-16,Spring,0,1,2,0,0,Weekend/Holiday,1,0.26,0.2879,0.56,0.0896,3,13,16,Rendah,Malam/Dini Hari
352,2011-01-16,Spring,0,1,3,0,0,Weekend/Holiday,1,0.22,0.2727,0.69,0.0,9,6,15,,Malam/Dini Hari
353,2011-01-16,Spring,0,1,4,0,0,Weekend/Holiday,1,0.26,0.2576,0.56,0.1642,0,1,1,Sedang,Malam/Dini Hari
354,2011-01-16,Spring,0,1,5,0,0,Weekend/Holiday,2,0.26,0.2576,0.56,0.1642,1,1,2,Sedang,Pagi (Berangkat)
355,2011-01-16,Spring,0,1,6,0,0,Weekend/Holiday,2,0.26,0.2576,0.56,0.1642,0,1,1,Sedang,Pagi (Berangkat)
356,2011-01-16,Spring,0,1,7,0,0,Weekend/Holiday,2,0.24,0.2121,0.56,0.2985,0,3,3,Sedang,Pagi (Berangkat)
357,2011-01-16,Spring,0,1,8,0,0,Weekend/Holiday,1,0.22,0.2121,0.55,0.2836,0,18,18,Sedang,Pagi (Berangkat)
358,2011-01-16,Spring,0,1,9,0,0,Weekend/Holiday,1,0.22,0.2121,0.51,0.2537,3,29,32,Sedang,Pagi (Berangkat)
359,2011-01-16,Spring,0,1,10,0,0,Weekend/Holiday,1,0.22,0.2121,0.51,0.2836,8,71,79,Sedang,Siang (Rekreasi)
360,2011-01-16,Spring,0,1,11,0,0,Weekend/Holiday,1,0.24,0.2273,0.44,0.2537,23,70,93,Sedang,Siang (Rekreasi)
361,2011-01-16,Spring,0,1,12,0,0,Weekend/Holiday,1,0.24,0.2121,0.41,0.2836,29,75,104,Sedang,Siang (Rekreasi)
362,2011-01-16,Spring,0,1,13,0,0,Weekend/Holiday,1,0.26,0.2273,0.35,0.2985,23,95,118,Sedang,Siang (Rekreasi)
363,2011-01-16,Spring,0,1,14,0,0,Weekend/Holiday,1,0.28,0.2727,0.36,0.2537,22,69,91,Sedang,Siang (Rekreasi)
364,2011-01-16,Spring,0,1,15,0,0,Weekend/Holiday,1,0.26,0.2424,0.38,0.2537,35,78,113,Sedang,Siang (Rekreasi)
365,2011-01-16,Spring,0,1,16,0,0,Weekend/Holiday,1,0.24,0.2273,0.38,0.2239,22,77,99,Sedang,Sore (Pulang)
366,2011-01-16,Spring,0,1,17,0,0,Weekend/Holiday,1,0.22,0.2121,0.37,0.2537,23,82,105,Sedang,Sore (Pulang)
367,2011-01-16,Spring,0,1,18,0,0,Weekend/Holiday,1,0.2,0.2121,0.4,0.1642,11,56,67,Sedang,Sore (Pulang)
368,2011-01-16,Spring,0,1,19,0,0,Weekend/Holiday,1,0.18,0.197,0.47,0.1343,14,47,61,Sedang,Sore (Pulang)
369,2011-01-16,Spring,0,1,20,0,0,Weekend/Holiday,1,0.18,0.197,0.47,0.1642,7,50,57,Sedang,Malam/Dini Hari
370,2011-01-16,Spring,0,1,21,0,0,Weekend/Holiday,1,0.18,0.197,0.51,0.1642,6,22,28,Sedang,Malam/Dini Hari
371,2011-01-16,Spring,0,1,22,0,0,Weekend/Holiday,2,0.2,0.2121,0.49,0.1343,2,19,21,Sedang,Malam/Dini Hari
372,2011-01-16,Spring,0,1,23,0,0,Weekend/Holiday,2,0.2,0.2273,0.4,0.1045,0,18,18,Sedang,Malam/Dini Hari
373,2011-01-17,Spring,0,1,0,1,1,Weekend/Holiday,2,0.2,0.197,0.47,0.2239,1,16,17,Sedang,Malam/Dini Hari
374,2011-01-17,Spring,0,1,1,1,1,Weekend/Holiday,2,0.2,0.197,0.44,0.194,1,15,16,Sedang,Malam/Dini Hari
375,2011-01-17,Spring,0,1,2,1,1,Weekend/Holiday,2,0.18,0.1667,0.43,0.2537,0,8,8,Sedang,Malam/Dini Hari
376,2011-01-17,Spring,0,1,3,1,1,Weekend/Holiday,2,0.18,0.1818,0.43,0.194,0,2,2,Sedang,Malam/Dini Hari
377,2011-01-17,Spring,0,1,4,1,1,Weekend/Holiday,2,0.18,0.197,0.43,0.1343,1,2,3,Sedang,Malam/Dini Hari
378,2011-01-17,Spring,0,1,5,1,1,Weekend/Holiday,2,0.18,0.197,0.43,0.1642,0,1,1,Sedang,Pagi (Berangkat)
379,2011-01-17,Spring,0,1,6,1,1,Weekend/Holiday,2,0.18,0.1818,0.43,0.194,0,5,5,Sedang,Pagi (Berangkat)
380,2011-01-17,Spring,0,1,7,1,1,Weekend/Holiday,2,0.16,0.1818,0.5,0.1343,4,9,13,Sedang,Pagi (Berangkat)
381,2011-01-17,Spring,0,1,8,1,1,Weekend/Holiday,2,0.16,0.1515,0.47,0.2239,3,30,33,Sedang,Pagi (Berangkat)
382,2011-01-17,Spring,0,1,9,1,1,Weekend/Holiday,2,0.16,0.1515,0.47,0.2239,8,39,47,Sedang,Pagi (Berangkat)
383,2011-01-17,Spring,0,1,10,1,1,Weekend/Holiday,2,0.16,0.1515,0.5,0.2537,7,50,57,Sedang,Siang (Rekreasi)
384,2011-01-17,Spring,0,1,11,1,1,Weekend/Holiday,2,0.16,0.1515,0.55,0.194,9,55,64,Sedang,Siang (Rekreasi)
385,2011-01-17,Spring,0,1,12,1,1,Weekend/Holiday,2,0.18,0.197,0.47,0.1343,10,70,80,Sedang,Siang (Rekreasi)
386,2011-01-17,Spring,0,1,13,1,1,Weekend/Holiday,2,0.18,0.197,0.47,0.1343,13,80,93,Sedang,Siang (Rekreasi)
