instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp_hour,atemp,hum_hour,windspeed_hour,casual,registered,cnt,waktu_hari,windspeed_day,temp_day,hum_day
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,Malam/Dini Hari,0.36195,0.138333,0.434167
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,Malam/Dini Hari,0.36195,0.138333,0.434167
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,Malam/Dini Hari,0.36195,0.138333,0.434167
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Malam/Dini Hari,0.36195,0.138333,0.434167
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Pagi (Berangkat),0.36195,0.138333,0.434167
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,Pagi (Berangkat),0.36195,0.138333,0.434167
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,Pagi (Berangkat),0.36195,0.138333,0.434167
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,Pagi (Berangkat),0.36195,0.138333,0.434167
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,Pagi (Berangkat),0.36195,0.138333,0.434167
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,Siang (Rekreasi),0.36195,0.138333,0.434167
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,Siang (Rekreasi),0.36195,0.138333,0.434167
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,Siang (Rekreasi),0.36195,0.138333,0.434167
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Siang (Rekreasi),0.36195,0.138333,0.434167
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Siang (Rekreasi),0.36195,0.138333,0.434167
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Siang (Rekreasi),0.36195,0.138333,0.434167
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Sore (Pulang),0.36195,0.138333,0.434167
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Sore (Pulang),0.36195,0.138333,0.434167
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Sore (Pulang),0.36195,0.138333,0.434167
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Sore (Pulang),0.36195,0.138333,0.434167
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Malam/Dini Hari,0.36195,0.138333,0.434167
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Malam/Dini Hari,0.36195,0.138333,0.434167
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Malam/Dini Hari,0.36195,0.138333,0.434167
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Malam/Dini Hari,0.36195,0.138333,0.434167
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Malam/Dini Hari,0.223267,0.150833,0.482917
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Malam/Dini Hari,0.223267,0.150833,0.482917
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Malam/Dini Hari,0.223267,0.150833,0.482917
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Malam/Dini Hari,0.223267,0.150833,0.482917
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Malam/Dini Hari,0.223267,0.150833,0.482917
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Pagi (Berangkat),0.223267,0.150833,0.482917
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Pagi (Berangkat),0.223267,0.150833,0.482917
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Pagi (Berangkat),0.223267,0.150833,0.482917
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Pagi (Berangkat),0.223267,0.150833,0.482917
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Pagi (Berangkat),0.223267,0.150833,0.482917
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Siang (Rekreasi),0.223267,0.150833,0.482917
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Siang (Rekreasi),0.223267,0.150833,0.482917
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Siang (Rekreasi),0.223267,0.150833,0.482917
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Siang (Rekreasi),0.223267,0.150833,0.482917
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Siang (Rekreasi),0.223267,0.150833,0.482917
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Siang (Rekreasi),0.223267,0.150833,0.482917
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Sore (Pulang),0.223267,0.150833,0.482917
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Sore (Pulang),0.223267,0.150833,0.482917
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Sore (Pulang),0.223267,0.150833,0.482917
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Sore (Pulang),0.223267,0.150833,0.482917
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Malam/Dini Hari,0.223267,0.150833,0.482917
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Malam/Dini Hari,0.223267,0.150833,0.482917
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Malam/Dini Hari,0.223267,0.150833,0.482917
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Malam/Dini Hari,0.223267,0.150833,0.482917
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Malam/Dini Hari,0.122132,0.169091,0.686364
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Malam/Dini Hari,0.122132,0.169091,0.686364
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Malam/Dini Hari,0.122132,0.169091,0.686364
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Pagi (Berangkat),0.122132,0.169091,0.686364
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Pagi (Berangkat),0.122132,0.169091,0.686364
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Pagi (Berangkat),0.122132,0.169091,0.686364
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Pagi (Berangkat),0.122132,0.169091,0.686364
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Pagi (Berangkat),0.122132,0.169091,0.686364
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Siang (Rekreasi),0.122132,0.169091,0.686364
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Siang (Rekreasi),0.122132,0.169091,0.686364
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Siang (Rekreasi),0.122132,0.169091,0.686364
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Siang (Rekreasi),0.122132,0.169091,0.686364
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Siang (Rekreasi),0.122132,0.169091,0.686364
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Siang (Rekreasi),0.122132,0.169091,0.686364
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Sore (Pulang),0.122132,0.169091,0.686364
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Sore (Pulang),0.122132,0.169091,0.686364
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Sore (Pulang),0.122132,0.169091,0.686364
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Sore (Pulang),0.122132,0.169091,0.686364
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Malam/Dini Hari,0.122132,0.169091,0.686364
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Malam/Dini Hari,0.122132,0.169091,0.686364
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Malam/Dini Hari,0.122132,0.169091,0.686364
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Malam/Dini Hari,0.122132,0.169091,0.686364
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Malam/Dini Hari,0.304627,0.172727,0.599545
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Malam/Dini Hari,0.304627,0.172727,0.599545
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Malam/Dini Hari,0.304627,0.172727,0.599545
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Pagi (Berangkat),0.304627,0.172727,0.599545
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Pagi (Berangkat),0.304627,0.172727,0.599545
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Pagi (Berangkat),0.304627,0.172727,0.599545
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Pagi (Berangkat),0.304627,0.172727,0.599545
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Pagi (Berangkat),0.304627,0.172727,0.599545
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Siang (Rekreasi),0.304627,0.172727,0.599545
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Siang (Rekreasi),0.304627,0.172727,0.599545
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Siang (Rekreasi),0.304627,0.172727,0.599545
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Siang (Rekreasi),0.304627,0.172727,0.599545
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Siang (Rekreasi),0.304627,0.172727,0.599545
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Siang (Rekreasi),0.304627,0.172727,0.599545
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Sore (Pulang),0.304627,0.172727,0.599545
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Sore (Pulang),0.304627,0.172727,0.599545
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Sore (Pulang),0.304627,0.172727,0.599545
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Sore (Pulang),0.304627,0.172727,0.599545
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Malam/Dini Hari,0.304627,0.172727,0.599545
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Malam/Dini Hari,0.304627,0.172727,0.599545
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Malam/Dini Hari,0.304627,0.172727,0.599545
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Malam/Dini Hari,0.304627,0.172727,0.599545
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Malam/Dini Hari,0.301,0.165,0.470417
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Malam/Dini Hari,0.301,0.165,0.470417
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Malam/Dini Hari,0.301,0.165,0.470417
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Malam/Dini Hari,0.301,0.165,0.470417
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Malam/Dini Hari,0.301,0.165,0.470417
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Pagi (Berangkat),0.301,0.165,0.470417
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Pagi (Berangkat),0.301,0.165,0.470417
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Pagi (Berangkat),0.301,0.165,0.470417
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Pagi (Berangkat),0.301,0.165,0.470417
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Pagi (Berangkat),0.301,0.165,0.470417
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Siang (Rekreasi),0.301,0.165,0.470417
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Siang (Rekreasi),0.301,0.165,0.470417
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Siang (Rekreasi),0.301,0.165,0.470417
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Siang (Rekreasi),0.301,0.165,0.470417
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Siang (Rekreasi),0.301,0.165,0.470417
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Siang (Rekreasi),0.301,0.165,0.470417
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Sore (Pulang),0.301,0.165,0.470417
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Sore (Pulang),0.301,0.165,0.470417
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Sore (Pulang),0.301,0.165,0.470417
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Sore (Pulang),0.301,0.165,0.470417
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Malam/Dini Hari,0.301,0.165,0.470417
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Malam/Dini Hari,0.301,0.165,0.470417
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Malam/Dini Hari,0.301,0.165,0.470417
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Malam/Dini Hari,0.301,0.165,0.470417
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Malam/Dini Hari,0.126548,0.16087,0.537826
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Malam/Dini Hari,0.126548,0.16087,0.537826
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Malam/Dini Hari,0.126548,0.16087,0.537826
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Malam/Dini Hari,0.126548,0.16087,0.537826
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Pagi (Berangkat),0.126548,0.16087,0.537826
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Pagi (Berangkat),0.126548,0.16087,0.537826
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Pagi (Berangkat),0.126548,0.16087,0.537826
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Pagi (Berangkat),0.126548,0.16087,0.537826
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Pagi (Berangkat),0.126548,0.16087,0.537826
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Siang (Rekreasi),0.126548,0.16087,0.537826
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Siang (Rekreasi),0.126548,0.16087,0.537826
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Siang (Rekreasi),0.126548,0.16087,0.537826
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Siang (Rekreasi),0.126548,0.16087,0.537826
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Siang (Rekreasi),0.126548,0.16087,0.537826
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Siang (Rekreasi),0.126548,0.16087,0.537826
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Sore (Pulang),0.126548,0.16087,0.537826
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Sore (Pulang),0.126548,0.16087,0.537826
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Sore (Pulang),0.126548,0.16087,0.537826
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Sore (Pulang),0.126548,0.16087,0.537826
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Malam/Dini Hari,0.126548,0.16087,0.537826
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Malam/Dini Hari,0.126548,0.16087,0.537826
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,Malam/Dini Hari,0.126548,0.16087,0.537826
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,Malam/Dini Hari,0.126548,0.16087,0.537826
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,Malam/Dini Hari,0.157963,0.233333,0.49875
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,Malam/Dini Hari,0.157963,0.233333,0.49875
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,Malam/Dini Hari,0.157963,0.233333,0.49875
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,Malam/Dini Hari,0.157963,0.233333,0.49875
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,Malam/Dini Hari,0.157963,0.233333,0.49875
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,Pagi (Berangkat),0.157963,0.233333,0.49875
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,Pagi (Berangkat),0.157963,0.233333,0.49875
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,Pagi (Berangkat),0.157963,0.233333,0.49875
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,Pagi (Berangkat),0.157963,0.233333,0.49875
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,Pagi (Berangkat),0.157963,0.233333,0.49875
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,Siang (Rekreasi),0.157963,0.233333,0.49875
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,Siang (Rekreasi),0.157963,0.233333,0.49875
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,Siang (Rekreasi),0.157963,0.233333,0.49875
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,Siang (Rekreasi),0.157963,0.233333,0.49875
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,Siang (Rekreasi),0.157963,0.233333,0.49875
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,Siang (Rekreasi),0.157963,0.233333,0.49875
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,Sore (Pulang),0.157963,0.233333,0.49875
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,Sore (Pulang),0.157963,0.233333,0.49875
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,Sore (Pulang),0.157963,0.233333,0.49875
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,Sore (Pulang),0.157963,0.233333,0.49875
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,Malam/Dini Hari,0.157963,0.233333,0.49875
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,Malam/Dini Hari,0.157963,0.233333,0.49875
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,Malam/Dini Hari,0.157963,0.233333,0.49875
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,Malam/Dini Hari,0.157963,0.233333,0.49875
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Malam/Dini Hari,0.188433,0.231667,0.48375
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Malam/Dini Hari,0.188433,0.231667,0.48375
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Malam/Dini Hari,0.188433,0.231667,0.48375
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Malam/Dini Hari,0.188433,0.231667,0.48375
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Malam/Dini Hari,0.188433,0.231667,0.48375
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Pagi (Berangkat),0.188433,0.231667,0.48375
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Pagi (Berangkat),0.188433,0.231667,0.48375
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Pagi (Berangkat),0.188433,0.231667,0.48375
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Pagi (Berangkat),0.188433,0.231667,0.48375
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Pagi (Berangkat),0.188433,0.231667,0.48375
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Siang (Rekreasi),0.188433,0.231667,0.48375
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Siang (Rekreasi),0.188433,0.231667,0.48375
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Siang (Rekreasi),0.188433,0.231667,0.48375
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Siang (Rekreasi),0.188433,0.231667,0.48375
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Siang (Rekreasi),0.188433,0.231667,0.48375
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Siang (Rekreasi),0.188433,0.231667,0.48375
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Sore (Pulang),0.188433,0.231667,0.48375
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Sore (Pulang),0.188433,0.231667,0.48375
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Sore (Pulang),0.188433,0.231667,0.48375
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Sore (Pulang),0.188433,0.231667,0.48375
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Malam/Dini Hari,0.188433,0.231667,0.48375
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Malam/Dini Hari,0.188433,0.231667,0.48375
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Malam/Dini Hari,0.188433,0.231667,0.48375
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Malam/Dini Hari,0.188433,0.231667,0.48375
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,Malam/Dini Hari,0.194017,0.175833,0.5375
